Serial NO,                  Game Name,                                Review,    Positive/Negative
239,Super Bino Go ,I didn't like the game. The jump and fire buttons are located inconveniently. The colour is green as the scenery colour and the buttons are blurry. The landscape is rather poor.,0
240,Cooking Madness,Iike it a lot. It is verey fun to playso far I didn't get any adds or any probloms. It is a verey adtive game. The controls is much better. This is better than cooking fever.,1
241,Cooking Madness,"I love this game. Its very fast pace and challenging. Im at level 610 now. Never bought diamonds with my money because the games is very generous with diamonds. Just log in everyday and do the daily task. I try not to use boost in each level so i can accumulate diamonds. And when it feels impossible to complete the level, thats when i use boost.",1
242,Cooking Madness,"I would love to know, WHY ARE 99.99% OF THESE BOARDS TIMED. ITS RIDICULOUS. And the people walk in slower then snails. Its getting to the point where the game is no longer fun, but got annoying. Probably gonna delete it. i love a challenge, but not fair when the boards are all timed. impossible to beat with 30 seconds and you got to make 50 dishes. Edit: if i could give this game NO stars, I would. The repeatedly timed boards are not fair and there is WAY to MANY. JUST GREED LIKE ALL THE GAMES.",0
243,Ludo Club,great game but instead of typing all the time you should add in a voice caller to talk to you friends time runs out so fast that I can't even type properly but otherwise great game overall. But I don't know what happen to this game but I'm not seeing any of my friends online when they are online. Also I have a lot of cash and can't use it can you add an update to at least buy chat packs/stickers and even design pawns with the cash.,1
244,Ludo Club,"It really sucks. I have tried giving this game a chance, however, it seems as if you only allow certain people a chance to succeed in this game. I will be deleting this game for good. I went ahead to give this game a chance, however, it is and still does only allow certain people to win. ( everyone that seems to be foreigners) Rating should be a -10000000 rather than a positve star",0
245,Checkers,The game is fantastic. I actually really wanted to learn how to play checkers but I can't but through this awesome game now I can play checkers with my friends and relatives. Only one thing I do not like about the game is when I have a chance to out the computer so it forces me to move that circle so I can win but the computer strikes me back just and it is all bcz of of the game.So plz fix it. Hope you got my point. Otherwise the game rocks DO DOWNLOAD IT,1
246,Checkers,i never played the game but all your guyses texts make me want to play so i am going for my dream and play it. at first my brother carlos (i am not handing out any information of my life or self)was playing it and i had not a lot if games in my phone . so i was waching him play the game.he said i should get it so i you know went for my dream.,1
247,Checkers,"It literally made me SO mad how it forced me to make moves in places I didn't want to. I tried to play around in the settings to fix it, but nothing worked and I lost when it wasn't even a fair game. I was FORCED to jump the opponent which made me lose because they were able to jump back.",0
248,Solitaire Collection,"Ads are excessive and all turned on high volume, even when you have the game set on silent. You have to manually mute your media volume when you play so you don't disturb everyone around you when the ads come on. If you're commuting and listening to music, the ads actually cut off your music. You then have to manually restart your music every time. Super annoying and extremely lazy programming.",0
249,Solitaire Collection,"uninstalling due to super annoying NO BACK BUTTON in less than 3 or 4 moves. One touch should do it. Its not like its my banking or a bill. Fix, I may reinstall.",0
250,Solitaire Collection,I spend more time watching ads than what i do playing the game. I would rather buy the game rather than suffer the pain of a ad after each game,0
251,Solitaire Collection,"I really love this brand of Solitaire, it's fun and yet relaxing. I've played many other brands of solitaire but none have measured up to what I have found here.",1
252,Sudoku Free,"I like this app compared to some similar because it usually tells you why it removes a candidate (hidden,crosshatch,etc.) On the down side sometimes it ignores some logic to go strait for a kill shot ( ie: this square is 5, but we cant say exactly why) , for instance I had to clear the candidates from a locked/hidden triple for it, as well as manually enter a hidden single it was ignoring. Other than that its a fairly nice app.",1
253,Sudoku Free,"Google play store removed this for a while there and wouldn't let me open the app on my phone which made me super disappointed and I tried other sudoku apps but they just weren't as good as this, so glad it's back on the play store, also glad I logged in, it still has my old data from before",1
254,Sudoku Free,I love playing sudoku and I love this particular Sudoku because I can choose my level and I'm not that good at it and I enjoy winning at so I keep it at a easy level and nobody gets mad at me and I love the game so thank you very much,1
255,My Talking Tom 2,"This game is very good. I like one of the most thing that is that Tom has his plane and a cute pet there pets is of many colors like pink, blue, purple, green, orange and there names are also like Suger, squeek, flip, gus and dot i like this game very much",1
256,My Talking Tom 2,"Boring and stupid game. Takes up huge space, but it is so limited! What does it need all those resources for?! And where does the name 'talking Tom' come from?! The stupid cat never speaks!",0
257,My Talking Tom 2,"I really love this New Version of Tom Talking 2????. And it has becone very better from the previous, the mini games also r new and interesting. Guys please play and give ratings????.",1
258,Wood Block Puzzle,this block puzzle is a lot more fun than others... you have a rolling window of 3 choices and grays out the choices that can't be played. The games last longer and your scores are much higher.,1
259,Wood Block Puzzle,"Designed for players to lose. It is a challenge to put the pieces together. But it is often impossible to close gaps because only a limited number of shapes are available. For example, one frequent shape has three boxes on bottom and one in the center on row above. Yet there is no corresponding mirror image to fill holes. Add more shapes and this game would be lots of fun.",0
260,Wood Block Puzzle,There is no need in Playing the game with out Any Purpose or something to get out of it it is corny and ends to soon without any chance to have a little fun. pieces Don't Flip circulating is stupid .You Did What Tetris did Play ( But So Far ) Then Lose out in the process So you See There is no chance In Getting But So Far then Stop Cause The Game is not going to let you go on,0
261,Racing in Car 2,"This game is bugged in my phone, I can't turn left and right, and I can't hear the music or sound effect of this game. Well the graphic is nice. Please fix this. Thanks!",0
262,Racing in Car 2,it was really bad you coulnt move around or go fast. you couldnt go around people you just stayed in the same spot and just went in a straight line,0
263,Racing in Car 2,"Very fun and highly addictive, gives quit the rush while playing and even brings a hell of a laugh when you crash especially if your going really really fast and just doging traffic then hit the semi love it yall keep up the good work",1
264,Cat Runner,I unlocked a bunch of characters then it notified me of an update which failed. When I uninstalled and reinstalled I lost 99% of my progress. Not worth playing anymore.,0
265,Cat Runner,This game was confusing fast moving entertaining I need too play a few more times to see if I liked it or NOT... that's all folks.,0
266,Cat Runner,"Ranking is not accurate i run for 16m score supposed to be first in the over all but was not listed, i played long hours i watched all the ads and just wasted time! Lame game my ign is iQue. Going to un install this. To all who could read this the game will just make profit out of you and just waste your time and energy. Very big warning!",0
267,BattleText,"Woah, LOVE LOVE LOOOOVVVEEEE this game! It's an amazing app to pass the time and is SUPER fun. I highly recommend this to anyone who enjoys showing off your intelligence ??",1
268,BattleText,guys dont download this this game is so annoying evry time when you spell wrong you lose a life and the story time thing is soo soo hard so annoying do not download this game do not download ever!,0
269,BattleText,hate the fact that every 2 or 3 games an ad pops up. plus all you have to do is keep a long list of words to win.,0
270,Carrom Pool,what's happening I'm not able to play lucky shot it's getting disconnected. I have stable internet connection. it's getting disconnected very often. please fix this bug.,0
271,Carrom Pool,Good Game.. i like it bcoz it is very helpful for time pass bt it have one lack...it use more tym for giving free coin....otherwise everything is fyn in this game....i love it.....and I mostly played it...,1
272,Carrom Pool,"Guys, Suggestion: The awarding system is very average. It doesn't encourage enough to play. let's say I am in rank 45 and just 6 hours are left for competition, it is foolish to compete for rank 10 and above. I just need to play to retain my position at least till 50th place. The awarding system should encourage to compete all levels. A formula considering number of players, ranking, total rewards available should be used for awarding.",0
273,WGT Golf,Fantastic golf app to practice your skills against a number of random online players. Also for novices. Except that there is no opportunity to train shots and putting. Amazing graphics.,1
274,WGT Golf,"Horrific. The bottom of the screen (where the power and accuracy bar is) constantly has ""loading..."" so I cannot take my shot, but will happily tell me I have ran out of time. Terrible.",0
275,WGT Golf,"A absolute must for persons who like the real feeling of golf. The online option is quick and responsive and very fun to play. Even playing alone on different courses is entertaining. Having the option to dress your character to give bonuses and skills, to buying better different clubs and balls. Also to be able to upgrade your skills, makes it a very unique way of playing golf with many options...Very addictive game.",1
276,WGT Golf,"pretty awesome game! the biggest takeaway is the putting, chipping, and club selection. they are super tough and the grid becomes more confusing than anything else. also, you don't have the ability to upgrade clubs unless you buy them with actual money. that's retarded. how do you expect me to enjoy the game playing a level 41 course when my driver barely reaches the fairway?? in my opinion all the MK clubs should be buyable for silver coins and remain in tour bag and not expire.",1
277,Word Swipe,"nice game i like it game it was very wonderful ang gorgeous l really really really like them my favourite game in the all games it was very difficult and easy thank you ,??????????????????????????i love love love this game",1
278,Word Swipe,"Uninstalling because the game that is advertised is not the game you get when you download. Also, after you win a level you don't get your reward unless you watch the ads. Some ads are okay, this is overkill.",0
279,Word Swipe,"Wonderful & loving the categories! Spelling was my favorite subject in grade school, so I'm going to loose alot of sleep ??playing this game late at night ??.",1
280,Real Guitar,Wow that is a very good one for me too and I hope you are doing well and I hope you are doing well and I hope you are doing well and I hope you are doing well too so far and I hope you are having fun in a couple places in New Jersey you have had some good friends in Colorado that I am not a fan at this weekend so you may want me too soon and not be so much better for the holidays than the rest on my blog for the most beautiful thing ever happened and it will take forever and will never ever make,1
281,Real Guitar,thanks for making me have fun with your games I have to be there by I have a few more things have no idea where I was and am not sure what to do at this time we are I can come in at the office at the moment and I have a meeting in I will be there for the meeting on Monday or I can just have no idea where it is but have a good day today and have no idea what was going on and what else do we want I have to get my hair I have to be there by I can come in tomorrow morning to pick up my car from home,1
282,Real Guitar,"very very bad app. the app is not free you will pay 217 ruppes per week. the app is not free . fake app do not download this app. he will waste you time , data , money .",0
283,Piano Games,"This game has peaceful songs and other types of songs that I enjoy. It gives me a great pleasure to say that this game gave its entire heart that fills me with determination with love of all kind. As I play this game, there's no better way to say that this is the one time I have ever enjoyed music as much as my sister does. With all the hard work you guys did, you made us felt happier than anyother can make us happy and smile. Keep it up and stay gold.",1
284,Piano Games,An absoloutly amazing game! I play the piano so it is very usefull. I got very good at it straight away! I hope this game gets 1billion downloads because its easy and super fun! Its just the perfect game if you dont have a piano so i hope you like it!,1
285,Piano Games,"i really like this game but today when i opened it, it only showed one song instead of all the songs i bought. it also reset my points thing. and reset my gems. Im upset cause i had a lot of gems more than 600 and they all disappered, all my rankings on the songs too! So the game reseted for me for some reason",0
286,Bead 16 (Sholo Guti),One star ratting is only for your new version. I was uninstalled your app but now i'm installing it again for few days and hope that you will be update it.,0
287,Bead 16 (Sholo Guti),"Super game beautiful sense game , but sometimes this apps distrab in the middle of game.its like( hang, stopped ,atomatic moving ,and some people kill without option like hacker..!!!! so I want update it as soon as possible",1
288,Extreme Car Driving,"this is the best game ever. for me it is a 5 star game. I love to play especially in the airport. good job bro. and yes can you help me with a favour? can you help me making a game, we both can make together. please bro, I have given you 5 stars and you won't help me? actually I guess I should not force you. but bro you are the best in making games. keep it up and any help then I will help you. best of luck to your future. May God Bless You. yeah I really love the game that much you know. bye",1
289,Extreme Car Driving,its good but i think u should like make the player a spy and our mission is to eliminate all criminals and we use the car as a spy car,1
290,Extreme Car Driving,"I really like this game. The controls and graphics are very smooth for a driving game on a mobile device. I don't really mind when you have to watch an ad to paint your car, but I would recommend an update for less frequent ads. I totally understand if you can't get this update, because like every mobile game has ads (I'm not braging). I don't really like how you go crazy fast and you get frequent dents on your car, but I love that you can fix your car with a push of a button.",1
291,Homescapes,Have yet to do the type of puzzles shown in the trailer. Really fun to design the home and follow the story. Games are difficult but persist. You will get better and the game seems to adjust to help you move along after a while. I wouldn't mind if things moved along a little faster and there were more choices in decorations and colors.,1
292,Homescapes,"puzzles should at least allow bombs ,colored balls and planes to explode when you get one on your last move to zero. that may make the last piece needed to win. that would be a surprise win and make it more exciting when you have done that same puzzle for a week. not a bad game but can be frustrating",0
293,Homescapes,This is another bejeweled game that makes you go through fifty billion rounds to get to the actual game they advertise! This is pure bait and switch! Uninstalling!,0
294,Shadow Fight 2,"This latest update has introduced glitches and reduced my performance significantly! This sucks. If It's not fixed soon, I'll just delete this gane, as I did with Shadow Fight 3. SF3 rewuired internet all the time, and now this one requires my PERSONAL INFORMARION!! That's unacceptable. I'm deleting the game now, in fact. This is what happens when greed takes control of a company's priorities.",0
295,Shadow Fight 2,"I found this game big fun especially after getting comfortable with the game play and controls. One annoyance is the monetary model used here. It's so hard to progress if u don't purchase currency such as coins. I'm still stuck on the first level because the Boss is too strong and gaining Coins is taking forever. Apart from that, this game could be a classic.",1
296,Shadow Fight 2,First of all thank you for removing the glitches from the previous version. After the update it is taking too long to load and the opponents movements and attacks have become too fast ! You seriously need to consider that so that i wont delete it and i will give it 5 stars. been playing it for 6 months dont make me regret it. Thank you,1
297,Hungry Shark Evolution,"It's a fun game but it has WAY too many ads. And to top it off, the ads are unskipable. You get an ad after each run. And every time it shows an ad, the sound turns off and I have to go into the settings and press the sound on/off button three times for the sound to come back on. Also, you place diamond fish in the environment more frequently.",0
298,Hungry Shark Evolution,"The game's graphic is beautiful, the shark models are cool too but there are some glitch I don't like, such as the ship has the cable that attaches with the diver cage sometimes like a ghost ship, suddenly appear and disappear, and it is also lagged on the water surface too. Another glitch is when I control the shark, the lagged cable from that ship pull and take my shark go to a far and different place in the sea and I can't control my shark anymore, so it will die soon (like the shark was just teleported). Finally, the game is not smooth enough to have a best experiences.",1
299,Hungry Shark Evolution,"After a year or more of playing the game has become unstable . My purchase of the shamrock pact never downloaded the shamrock and 20 diamonds , just took my 1.99 and the game is freezing up and not saving the diamonds I'm earning in the game . I've cleared the cache and it still is unstable . I've contacted support twice and no response at all .",0
300,Happy Glass,"What a cute game. The music is charming. It's simple yet you have to pay attention to detail. I like the smiley cup. I thought the way this game dealt with ads at first was very tasteful until big ads played after finishing a level. I know ads are there to generate money to pay for things and make some profit but it's frustrating when it's so overboard like that. Also, the video ads freeze about 3/4 in and I have to restart the app. Happened multiple times. Something to look into.",1
301,Happy Glass,"good game , only problem is too many ads and slow sometimes. For some reason ocasionlly the hints don't work and the game keeps giving the same hint until it works. I probally would not get the game if it was expensive. Overall the puzzles are cool and its a fun game. Definetly a keeper for me despite the few bugs. Although the game""Love Balls""is pretty cool too. Would be a great game for all you puzzle lovers. I also understand the need for ads . Great game keep the games coming. Love the game.",1
302,Happy Glass,"You need coins for failed challenge attempts. If you actively go for the free ones, you will watch 30 seconds of ads for every 5 seconds of play. There are MUCH better time killers out there. And another problem, your finger is the stylus to draw the line. In some puzzles, the area you need to draw is VERY small. And guess what, you can't see it because your finger is covering that part of the screen.",0
303,Helix Jump,"The game is made to steal information from the user... I mean they put it in the game. The game is not pollished and lags on a very good phone (s8+), which is not the latest but is capable of running heavier apps. At least if you are gonna ""grab"" information from us, make a good game. Plus it asks you to pay to remove the ads. I mean like they are stealing information from you, putting millions of ads and they want you to pay. You could disconnect from internet and its the same as paying.",0
304,Helix Jump,"Best game I've ever played in awhile. Normally I'd be playing other games, hanging out around Roblox and stuff, but this! it's something fun, something unique, something addictive, something satisfying, and something beautiful! it is the pizza you would normally want with your soda, the french fries to your burger, the cat to your bed, the dog to play with the tennis ball. I'm glad this game is actually something fun, unlike alot of other games, other games are boring but not this one!",1
305,Helix Jump,"It is a great game to play, but I wouldn't recommend using this game while using the internet because of all the ads and how much it lags. BUT STILL THIS IS STILL AN AMAZING GAME!! Overall, this game is fun to play! Congratulations to VOODOO for creating this iconic, simple and relaxing game. Easy gameplay, and aimed for any age. Thumbs up!",1
306,Helix Crush,They copied Helix Jump(VooDoo)But As you start through about stage 1-5 they are easy and then get longer.No Ads so far like everyone else says and I like this game so if your reading this Try it out,1
307,Helix Crush,"this is the worst ripoff ever created in the history of ripoffs. Helix jump, please sue these dumb people. have never heard of a Amaton or whatever it is",0
308,Helix Crush,I really hate this game!! why? well because when ever you loose then the game starts being slow. plus all the ads appear when you are playing the game,1
309,Backgammon - Narde,"Dissatisfied with the algorithms this game has. after win of certain score dices can make you losw easily. how possibly so called randomized dices hit ""2-1"" five times in a row?!",0
310,Backgammon - Narde,This game is a scam. My opponents were getting doubles and winning all the time even when they were way behind. You will be loosing unless you spend real money to buy doubles,0
311,Backgammon - Narde,"Strange dices, no randomness. It purposefully makes you lose , in real backgammon such bizarre consequences of dices never happen",0
312,Traffic Rider,"Made it to Misson 30. The game was fun until the missions became impossible. I have the most upgraded bike and the mission requires me to overpass 30 cars in 60 seconds and it has to be a combo so if 3 seconds pass and you have not passed a car the counter resets to 30. Dont even waste your time, you'll hit a wall and not be able to advance which makes the game pointless. I want 10 hours of my life back!!!",0
313,Traffic Rider,"nice game, nice feeling of motor-drive... but if you don't want to spend a lot of money for quick progress - it becomes very boring after 1 hour - you have to drive 10+ hours on the SAME road just to achieve another road. For driving on ordinary two-way road you have to reach level 20!!! and to watch tons of adds.",0
314,Traffic Rider,"Fun game, but a major design flaw with the bikes as you progress. They need to get rid of those stupidly high windshields, they make visibility in the darker stages virtually impossible...it's bad enough that I will not give another dime to progress and will eventually uninstall it. It's a fun game, but that one design flaw is a deal breaker.",0
315,Angry Birds 2,"This game has one of the worst player support systems in place. G.. forbid when the game glitches and you don't receive the gems you've earned, as happened to me. They can care less. Also, they have very little control over hackers/cheaters in this game and the people who pay good money to play honestly, are just throwing their money away! Now, why are you showing such low quality videos with pixel problems?",0
316,Angry Birds 2,"Let me start by saying: I love this game. This game is the most fun I've had with Angry Birds, and I've had ALOT of fun with this series. Now, here's the reason for 4 stars - my experience with Daily Quests. The very first quest on the very first day of playing was 'Claim Your Gem Letter'. Every day since, it still sits there. The problem with this is that Gem Letter is a PAID feature, and I can't get a single Daily Quest completion bonus because I'm not able to afford it now. I hope Rovio sees.",1
317,Angry Birds 2,"The game is fun and all, but has some major issues, the obvious attempts to take your money being one of them, an example of this is how you can be failed on a level when things are still moving. Also the inconsistencies with the birds, the big red one that can destroy a lot of stone blocks, can be stopped by a single balloon. Speaking of balloons, a tiny one of them could hold up the world... Also controls are not always registered!",1
318,Fishdom,"This is a great game. I love the fish and their quirky remarks! However, I have a beef with the developers. There is a fishy bank and when you win a level, a diamond is deposited in it. When 50 dianonds are accumulated there is the option of buying them back. I can handle paying to buy ""the Fishy Bank"" once but repeatedly that's not on. Heck you win the flipping diamond and then you have to buy it back later! NO WAY.",1
319,Fishdom,"This used to be my favorite game because, due to its sharp graphics and distinct shapes/colors, I, as a colorblind person, was actually able to play it without getting a headache. The new update completely took that away from me. The colors are dull, the shapes all look like infant toys, this is just so sad. Latest update shows how little you listen to the players.",0
320,Fishdom,I used to love this game. It was entertaining and fun ! Now it is how we can get you to spend more money. I am tired of having hours of time That I Can not Use or give to anyone because I do not belong to face book. Technical help used to be the best now it is all computer generated and of no help. Hands being moved to make double lighting miss fire and Do not do what they are supposed to do. I have finally hit my limit. I am done Everything is made available for contests and options only .,0
321,SpeedBall,"this game is so addicting and life changing. I bring my phone everywhere so I can play it. it's a family fun game so, EVERYONE can enjoy it. none can bully you or hack your game. I play it every day after school for like ,3 HOURS STRAIGHT and on weekends or summer I play almost everyday. the ads are fine with me so, I can have a break for awhile. I love when the ball color changes into fire and goes really fast. I highly recommend it to everyone. I cant focus in school because I think about this.",1
322,SpeedBall,"THIS GAME IS SO IDICTING, so idicting in fact, I got to LEVEL 60 IN JUST 2 DAYS!!!!!. i recomend this game to anyone who randomly(or perposely)because its so fun, also i love it when the ball catches on fire. 1 more thing, can you make less ads, they pop up every 3 runs!",1
323,SpeedBall,"Speed decreases in every retry. Maybe you're doing this so that the average casual player doesn't get frustrated and leave your game, but then there's no fun. Too many ads. literally on every retry. greedy much? and after the ad closes, the game isn't paused. so i end up losing the next chance because I hit the wall. also closes randomly on Poco F1",0
324,Hole.io,"This game is a ton of fun. I love it and it entertains my kids as well! it can take a few moments to load but I love this very quiet, fun strategy game. There are only 4 starts because of the sheer amount of ads. After every single round you get a 20+ second video, usually with very loud sound. A few less ads and this would easily be a five star game",1
325,Hole.io,"I only give 4 stars on this review because I do feel like there should be more modes available. Don't get me wrong though... the 3 that are there are good. I think that given the developers history and the other apps that they have on the market I think they can really spruce this fun game up... Maybe with a ""how fast can you finish"" mode or something like that. My only other issue is there is NO sound. Other than that this game is awesome",1
326,Hole.io,"This game is very fun and I rated it five stars when it was first released. Had to reduce the rating after several updates that altered the gameplay. When first released it was possible to consume the entire modern city map. After the most recent update the hole speed has been slowed down and the map components drop slower into the hole causing a slight increase in lag. The Future City Map is very cool, however, you have no chance of 100% consumption. Still a very addictive and fun game.",1
327,Bubble Breaker,Great app apart from the screen constantly goes blank and I cannot access the game. I have to uninstall to get the image back very annoying. I would have given a higher rating if I did not have this continuing issue.,1
328,Bubble Breaker,It's a great game. Not the most addictive (thankfully)but great for a break. Thanks for making a great game that doesn't take over my life and keep reminding to play every 5 minutes.,1
329,Bubble Breaker,"This app has ads, a lot of them. HOWEVER, they run on the bottom of the screen & are not intrusive. This is a simple, straightforward game that I've found relaxing to play. Well done.",1
330,Mahjong,Best Mahjong game ive ever got my hands on! if you play fast then this is it because theres barely any ads and no fighting for more boards to play! You can even customise the pieces and backgrounds!!,1
331,Mahjong,tried new version. not only better than old but quite beautiful too. i am looking forward to many hours of enjoyment.,0
332,Mahjong,"So fun, having a daily game! The only draw back, would be that you are given SO MANY boards, that I doubt anyone can do them all! I'm still going to try! I do have one big complaint, this is NOT Mahjong, it is actually Taipei! I play Mahjong online as well as a ""board"" game and there's a HUGE difference. I would like to see it named properly, but that's not going to stop me from playing THIS version, called Mahjong Titan, it's the best Taipei game I have found! Love it!",1
333,Fire Balls 3D,An addictive game with great visuals. Firing games like this gives me relief after a very long days work. More games like this please! I haven't been playing the game for a long time yet and i still have to see what's to come so 3 stars for now. EDIT: It's becoming even more ADDICTIVE! I recommend it for those who just want to kill time while in a long line in the bank or just waiting for departure time in terminals. GREAT GAME!,1
334,Fire Balls 3D,The one star isnt for the quality of the game. The game is simple but cool as hell. The one star is for the ads. You have an advertisement after every single death and every single level. For that reason alone I am not buying the game and I'm uninstalling. I wont recommend this game to anybody else. In fact I'm going to tell people that your company sucks and this game sucks. Im going to spread so many rumors about you. Im going to one star all your games... Even if I haven't played then yet.,0
335,Fire Balls 3D,This game is really fun! But I have a hard time trying to beat the levels! U guys make it really hard! But the game is still SUPER FUN! So I don't mind the problem with that really that much.,1
336,Score! Hero,"I have mixed feelings abiut this game. At its core it is a puzzle/strategy game. the AI is dynamic, and slight changes in your passing can cause the field to be notably different. It makes for a fun ""I wonder what would happen if I..."" replayability. However, the AI can be truly infuriating. There is no way to check the level's goals before or during the level. You have to win the level once to see the goals. There's a VERY good chance that you will have to do it again for 3 stars. Costs energy.",1
337,Score! Hero,"Everything in this game deserves high praise! The graphics, gameplay, presentation, controls, camera system, broadcast, play-by-play commentary, post-match highlights and many more! This is a MUST download for most users, especially for soccer (or football) fans out there; you'll get addicted to it like me! But one downside is that if you make a mistake in one level and don't rewind in time, you start all over in that level. Other than that, it's a fun game to play.",1
338,Score! Hero,This game could be very good but if only the players weren't mentally challenged. they cant get the ball with out just giving it away so easily it is the most frustrating thing in the world. The AI needs to be a little more how do I say not stupid please just make them a little smarter and not just run straight into the opponents so the game could be 5 stars and more enjoyable.,0
339,Love Balls,This was my all time favorite game next to candy crush until recently the ads went up by about 10x!!! You literally have to watch an ad every single time you want to try again! Very unfortunate!!,0
340,Love Balls,Holy cow this thing is filled with ads! I'm getting a 15 second add every 30 seconds or so. Not worth it for some mediocre puzzles.,0
341,Love Balls,This game is great! It's very fun & easy! The only part about the game is that it wants my personal information but all else is great!,1
342,Love Balls,"Interesting and challenging levels. A lot of ads. Tooooo much. After each level, after restarts, etc. Sooo much ads!",1
343,Rise Up,"I like this game. I don't review much but this is kind of a good time killer with at least some effort. Here's what I think. Runs very fluently without problems on my Samsung. Gameplay is nice, especially with the fact of using bigger objects to block away the rest. Could be more better, overall. The controls are comfortable, too. (Protector is offset with your finger's position. Pops to the dumbasses who don't know how it works.??) Overall, this game is nice, but can be improved on",1
344,Rise Up,"It is a great idea for a app, i'll give them that. But the ads are,what i read from other reviews,uncontrollable after the first day. And the ""premium"" is that you get :no ads, and skins, and it is 4 bucks a week. The developers of this app want to be like voodoo and ketchep,which is worse with the ads and microtransactions. The gameplay gets old real quick. This is the app you get on a long car ride just to occupy your time. This game is probably a ripped off of a random flash game.",0
345,Rise Up,"this game is great but it is unplayable because there are so many ads on it. Just like every other game this company makes. For the first day it will only give you ads every once in a while and then as soon as you've had it installed for over a day the ads are inbetween every two rounds you play. They are the ads that play for the whole 10 seconds before you skip them too, and after you skip they bring you to a second screen that you have to close out of. It is insane.",0
346,Spill It!,"Great game, but still greedy after paying to disable ads. VIP membership? Really? That is hilarious, but annoying to have it pop up every few levels. Now that I think about it, that's not hilarious, that's malicious. Are you just hoping people subscribe and forget about it? Probably, considering the ""free trial"" option... I would say ""sketchy,"" but this is more like ""blatantly robbing people who don't pay attention."" I hope no one is actually subscribed...",0
347,Spill It!,15 second ads every other level. Spend 90% of the time looking at them. Would be a 5 star for entertainment but the ads make it almost unplayable because all you do is get mad you're waiting around again...10 seconds after you just watched the previous ad,0
348,Spill It!,"Very addicting. If you plan on playing a game thats great for every age that comes with various levels of fun and creativity, then youve found the right game! This game caught my eye in the form of a cute game that allows you to play your way. Although ads can get annoying I still rated five stars because the ads are not a constant annoyance, and appear after about 2 levels of playing, and can give you rewards.",1
349,Color Road,"I didn't play it yet and when I saw the ad of it saying no reaching level 2 I mean it's easy probably so don't lie stupid advertisers! Besides, what if they actually think that the girl or guy can't reach level 2? They will never install it because it'll be hard. And of you can't lie. Btw if it's that I can't reach level 2 when I play it, I'm gonna do my best to try to sue voodoo. Bye ;) Edit: I easily reached level 2, you liars. One of the reasons why I hate ads like these.",0
350,Color Road,this game is really good and it calms me down I think they should bring more games out like this because it will learn people there colours and it is calm and relaxing and I play on it all the time . so can you bring other games out like this .and it's easy for me because I know my colours and it is good to get you thumbs and fingers to move .,1
351,Color Road,"I love the game. The low rating is because of the in game ads. All phone apps has ads, but you alls ads cuts off and makes the entire game crash. Then you have to reopen the app and start over again. Especially if you watch a revive ad. I wouldn't mind paying the $2.50 to remove ads, but why spend money when the free version isn't working properly? Otherwise, would've been a 5 star. I just don't like crashing apps or games.",0
352,Sonic Dash,"I've been playing this game for a really long time, and I still enjoy it. The newest location, Mushroom Hill, looks lovely. However, the runway floor is exceptionally busy and difficult to look at. The cubes with the red X is almost entirely obscured by the leaf floor texture, the spike trip traps blends right in, and everything else is a guessing game won with luck. I just end up avoiding the location entirely if I can help it.",1
353,Sonic Dash,I really enjoy Sonic Dash and play it just about every day. It's come so far since its initial release with each update making it a much better experience. There are a few things I would like to see changed however. Only the new zones have their original music tracks but the rest have the same repetitive track. It's a bit jarring. e.g. Seaside Hill really should have it's music from Heroes. I also think that missions should give you a bit more than 5 xp when completed. I feel it's a bit too low.,1
354,Sonic Dash,"I am editing my original review. As you get further in the game I've noticed I have a lot of glitches. You can view ads to revive on a run. this works less and less. 2 out of 3 times I will view the ad then the game will force me to close and start the run again. I lost character data, I had 3 characters leveled fully.When contacting customer support they took 3 weeks to tell me they weren't able to fix the issue then closed my case, no coin gift or apology.",0
355,Shadow Fight 3,"what's wrong with your free card packets?! It says I spent 100 gems on your packet, which I didn't! it said it was free so I tapped on it, this happened twice and it's annoying because I was saving those gems! give them back! that's 200 gems! and I know you guys don't listen to some 4 star review so I'm gonna put it all the way down, cause I'm really pissed off now! Edit: ok, i press my free packet and I lost internet for 3 seconds, and then I don't get anything from it!",0
356,Shadow Fight 3,"The game is amazing as usual. I recommend this game to everyone. I have become quite addictive. The new update is amazing. Thanks for bringing the duel chest system back , this helps a lot , waiting to see every type of chests . The UI has got better.The marathons are also amazing. Although the events has become a lot tougher but still I am enjoying this game. THANK YOU for this awesome update.",1
357,Shadow Fight 3,"Wow! What a game! Honeslty, it has been a long time since I've played a game this good! I played Shadow Fight 2 and it was simply great although it was like to me ike an unfinished game. This game is simply brilliant! Graphics are great, new interface etc. There are still some things to work on like the performance optimization. I do play on a S5 so I does not help, but I still thing there some effort that needs to be put in there (game feels laggy, freezes, long time to wait etc). NO MORE WORDS.",1
358,Amo Rush,I love this game I play it every day.Thinking GAME to easy and Harder as a Challge to play,1
359,Amo Rush,Another good game let down by too many adverts less adverts = more rating stars,0
360,Amo Rush,"would be a great game if not for the eternal lag which forces you to crash every time you obviously get through an obstacle...bad bad very bad.ive seen a lot of crappy mobile game, and this is one of them",0
361,Real Casino 2,I am wondering cause I have a reception problem and I have a new frontier phone line but it doesn't seem to be inhasing my cellular service is that because it got to be linked to the computer from the phone box?! thanks so much ,1
